label,x,y
0.0,5.395333832790907,24.53684146831735
0.0,5.955781506426198,44.66734834132468
0.0,6.179837507667722,35.823567354628544
0.0,2.72032703277927,1.4382160654914111
0.0,5.14350171483988,25.980800972849135
0.0,5.671036636559228,34.406702880516136
0.0,4.689611308014065,13.66411866191498
0.0,3.2745275116222445,16.40306528756508
0.0,5.618297664354776,45.24812537843059
0.0,6.95159151628627,50.18628396414409
0.0,7.134491139198515,53.20582463683106
0.0,8.848501285440502,76.42933121358965
0.0,5.787014857505163,45.13947104279927
0.0,5.884253699502826,25.793143942340357
0.0,7.609757896327906,57.36094784006476
0.0,5.84336584892559,33.4194890471971
0.0,7.174404029447079,47.65509105200823
0.0,4.334317642881061,2.3469254163753526
0.0,3.7332686018119885,10.428082510162616
0.0,2.9185349501720954,2.5247347509939244
0.0,2.000991511596091,-2.579415538477911
0.0,4.680651572257235,28.737018670079003
0.0,4.667173543730236,15.939087157080483
0.0,5.093240629510002,25.04849280296609
0.0,6.948169818379394,55.31194265451038
0.0,3.381366860486577,26.486039850999184
0.0,3.6493605016443196,10.48435255127307
0.0,8.823021986850847,90.83345167549949
0.0,8.205888779651929,63.9441437322786
0.0,4.412423685942741,17.33355329561246
0.0,4.8110655155179805,33.531426578620355
0.0,6.250639256995998,40.427722977916055
0.0,3.7022291047790494,8.714971459567238
0.0,1.3406145916096763,-0.7825970340985353
0.0,4.9502818810192455,6.956788000270691
0.0,4.334769615008492,25.120397293632777
0.0,2.6901674538523226,16.370162509143228
0.0,7.754664649189898,61.39148029133044
0.0,3.4398210619698757,-11.463535728975492
0.0,6.298409426538049,46.61612065117431
0.0,5.063753592646293,15.426997304478013
0.0,6.461033961708143,37.54069048183977
0.0,6.397712493854786,39.48628603688715
0.0,5.306072539093066,20.79135245781964
0.0,4.234890513866057,27.048450953673324
0.0,3.9328903084350113,21.20387006730422
0.0,3.7538976498227337,19.244505403254145
0.0,3.2973196653175396,12.828670400453014
0.0,2.8905832324218457,10.735181155376438
0.0,4.695917398776943,25.270980465405366
0.0,0.07880039428335994,-9.846989778706257
0.0,5.062954867243981,24.93985806836654
0.0,5.4277179310415065,35.00457324181983
0.0,0.9482288256254758,9.67308894108295
0.0,9.698567072741529,94.93384911253176
0.0,4.699639352262181,22.676878064501057
0.0,5.0089002446752415,28.512547779265397
0.0,5.63454071859776,45.49306157265842
0.0,4.259850361751443,12.769365425940517
0.0,7.820961304597396,61.06825661217548
0.0,8.973096097087518,63.08652360380742
0.0,5.615665068798739,39.96875360734662
0.0,4.161810055561898,14.605827259221797
0.0,4.5489925958325985,4.85914766629217
0.0,5.591014230609442,26.167939428330875
0.0,5.1373564838347825,1.5096374402992652
0.0,6.174795647274586,43.120943638800355
0.0,7.740902933845171,66.7818277783815
0.0,7.53826521817475,58.14748240101061
0.0,4.694918039287003,24.99357309708229
0.0,4.097172570202978,12.629615965055795
0.0,2.183106879502968,-4.955576843613948
0.0,6.314847055610242,38.60869055057293
0.0,7.261801594662977,44.766507505501856
0.0,2.187665761088699,6.62171854520733
0.0,3.666523514778455,8.153335298988148
0.0,2.579632404447579,2.1824408719742037
0.0,4.443621033045576,18.274303265463484
0.0,0.8756325573358614,-6.011389619415697
0.0,5.226639200569395,22.429598528552514
0.0,6.531842235573627,62.163546847923
0.0,6.772224059724207,41.90345306057296
0.0,5.074563062289873,22.170483623336867
0.0,3.698621947359479,0.919726911702794
0.0,2.7189615212868876,8.799322133930513
0.0,5.765766048444242,39.39661439685315
0.0,6.998713949949634,51.20156565953891
0.0,4.1865626601610675,20.892375767472643
0.0,7.362300616011474,45.368782243181386
0.0,2.163719018953418,7.7112158807175994
0.0,5.700514726710759,40.66895928227886
0.0,2.6516338299473,-3.5436975438040257
0.0,6.282928151125751,37.81148927367764
0.0,6.583673910450814,29.044556190331715
0.0,4.779000359944999,31.89500411251889
0.0,5.413112956121428,33.1363408410711
0.0,3.0782471316203672,10.896184371932545
0.0,4.619148963770318,23.24528260118248
0.0,5.710702126424632,23.622711435380353
0.0,1.732991940809987,-2.631250594966998
0.0,2.6536080544215683,6.816651800256411
0.0,9.826409553368379,92.67090543232497
0.0,5.144828594956296,39.00588868664999
0.0,4.178405887618661,7.33477625662492
0.0,6.69033141886584,58.29696321380371
0.0,7.469908177620777,58.58455024327195
0.0,6.544093242476785,48.018696569730686
0.0,6.759686707823986,50.314120425963075
0.0,1.9588210132741137,9.629631531799838
0.0,5.134203249865183,19.974044736278884
0.0,5.749982337296126,29.358607300707945
0.0,4.743411072266415,14.275815406942646
0.0,2.1531870565764577,-6.356157523917609
0.0,6.566536584532689,41.22687932422374
0.0,2.401606840505191,2.7259266998389293
0.0,2.74813095293204,6.430468488975286
0.0,4.755376813358503,32.5280044561799
0.0,6.390325907696002,36.18827893835213
0.0,5.758326266948893,33.99905839581192
0.0,7.0858517077604475,58.750882843894445
0.0,2.3009420031420986,2.8262513555226465
0.0,5.055097766058811,31.102006651781572
0.0,2.6608630486009783,12.15148821743993
0.0,7.393511658791764,58.4787650141441
0.0,2.2942234910316053,10.540136843798887
0.0,8.783517633035046,73.50482824120353
0.0,2.065938450111024,11.17166256686361
0.0,4.562770400560516,24.627013137746825
0.0,8.673900877322941,60.0477390817248
0.0,5.71406191491308,23.1954574356939
0.0,3.7318445826773683,23.158132729331392
0.0,5.373715547984786,38.80721777706374
0.0,4.376876760029353,14.816785205456538
0.0,4.77384279638899,24.200332163067753
0.0,4.7602268322347,22.778797528441228
0.0,1.8271933347277742,5.343803450890281
0.0,4.058136858353562,10.692859043524628
0.0,3.5096054957734277,9.195269092934673
0.0,8.903043722144183,63.665689483487725
0.0,4.057168476553514,13.638547237971927
0.0,1.1516084481207765,-5.51960405853502
0.0,4.250564094195601,13.663933991771978
